wID	word	lemma	PoS	
130452	pregones	pregón	nmp    
130456	pudiéramos	poder	vsi-1p
130466	repetible	repetible	j
130467	reseque	resecar	vsp-1/3s
130469	retencion	retención	n
130474	Salamina	salamina	o
130476	Simon	simon	o
130483	Suponer	suponer	vr
130485	tarifarios	tarifario	jmp    
130491	titularización	titularización	nfs    
130493	Tomas	tomar	vip-2s
130499	trotes	trote	nmp    
130502	vibraba	vibrar	vii-1/3s
130510	16,6	16,6	m$
130514	abonarán	abonar	vif-3p
130516	Acción	acción	o
130521	Aérea	aérea	o
130524	AINES	aines	o
130525	alarme	alarmar	vsp-1/3s
130527	almacenaban	almacenar	vii-3p
130529	Alta	alta	o
130532	Apaza	apaza	o
130535	arrugadas	arrugado	j
130536	Arsene	arsene	o
130538	asirio	asirio	jms    
130554	civilizador	civilizador	jms    
130555	Cochez	cochez	o
130559	Contreras	contreras	o
130566	desviada	desviar	vps-fs
130574	Ecuatoriano	ecuatoriano	jms    
130577	engreimiento	engreimiento	nms    
130580	esquivos	esquivo	jmp    
130582	etología	etología	n
130586	FC	fc	o
130595	galicia	galicia	o
130599	Gráficamente	gráficamente	r
130610	Instrucción	instrucción	o
130612	intrigante	intrigante	nms    
130614	IV	iv	o
130622	lujuria	lujuria	n
130629	mermó	mermar	vis-3s
130632	Moisés	moisés	o
130634	MS-	ms-	o
130637	NHK	nhk	o
130638	Noel	noel	o
130644	Pau	pau	o
130651	Pol?tica	pol?tica	o
130652	POR	por	o
130661	reductora	reductor	j
130671	see	see	n
130675	Sirenas	sirena	nfp    
130678	subjetivas	subjetivo	j
130679	subterfugio	subterfugio	nms    
130681	supercomputadoras	supercomputadora	n
130684	teletransportación	teletransportación	n
130686	toledo	toledo	n
130695	VICTORIA	victoria	o
130705	_______________________________________	_______________________________________	n
130708	aclamadas	aclamado	j
130716	Andreu	andreu	o
130717	Andrews	andrews	o
130720	Apesar	apesar	r
130726	beatos	beato	nmp    
130727	Benedetti	benedetti	o
130734	cazados	cazar	vps-mp
130738	Colisionador	colisionador	o
130742	Contradicciones	contradicción	nfp    
130747	Cuentos	cuentos	o
130748	Cuerpos	cuerpos	o
130755	Diaz	diaz	o
130762	embustero	embustero	jms    
130764	EN	en	o
130766	Encuentras	encontrar	vip-2s
130769	entrenada	entrenar	vps-fs
130776	felicitaba	felicitar	vii-1/3s
130783	Garmendia	garmendia	o
130785	Gide	gide	o
130788	hiban	hiban	n
130794	indefectible	indefectible	jms    
130797	integristas	integrista	nmp    
130798	intoxicado	intoxicar	vps-ms
130799	introductorias	introductorio	jfp    
130802	Jenner	jenner	o
130805	julia	julia	np
130808	Leigh	leigh	o
130810	marejadas	marejada	nfp    
130814	Minería	minería	o
130817	monederos	monedero	nmp    
130818	monstruosidades	monstruosidad	nfp    
130821	Náuseas	náuseas	nfp    
130826	Oeste	oeste	o
130828	oscuramente	oscuramente	r
130829	otorgación	otorgación	n
130839	POLÍTICOS	político	jmp    
130842	practiquemos	practicar	vsp-1p
130851	reencontré	reencontrar	vis-1s
130853	Regionales	regionales	o
130859	románticamente	románticamente	r
130867	Shinzo	shinzo	o
130869	Simple	simple	o
130870	sobrevalorada	sobrevalorado	j
130871	sobrevalorar	sobrevalorar	vr
130875	sumara	sumar	vsi-1/3s
130876	sustentaban	sustentar	vii-3p
130897	Vol	vol	o
130906	adoptemos	adoptar	vsp-1p
130911	Alma	alma	o
130919	Autónoma	autónoma	o
130930	calificara	calificar	vsi-1/3s
130932	Canciller	canciller	o
130936	Choque	choque	o
130939	Claudio	claudio	o
130945	Construyó	construir	vis-3s
130946	contraindicado	contraindicado	j
130950	Cry	cry	o
130951	Currículo	currículo	nms    
130955	deme	deme	j
130957	desacertado	desacertado	jms    
130971	Ernesto	ernesto	o
130974	ESPAÑOLA	española	o
130981	Feijóo	feijóo	o
130983	figurantes	figurante	nmp    
130987	gastara	gastar	vsi-1/3s
130991	hispanoparlante	hispanoparlante	n
130993	indisposición	indisposición	nfs    
131000	Juvenil	juvenil	o
131003	Lincoln	lincoln	o
131006	lozana	lozano	jfs    
131011	Mascherano	mascherano	o
131015	morrón	morrón	nms    
131020	notaste	notar	vis-2s
131024	ofreceré	ofrecer	vif-1s
131025	Ojos	ojos	o
131026	onanismo	onanismo	nms    
131028	originaba	originar	vii-1/3s
131030	oyere	oír	vsf-1/3s
131032	PANTALLA	pantalla	nfs    
131034	patéticamente	patéticamente	r
131036	peleador	peleador	jms    
131038	performativo	performativo	j
131039	Pictures	pictures	o
131041	potajes	potaje	nmp    
131043	Presiones	presión	nfp    
131045	provincianos	provinciano	jmp    
131048	puntapiés	puntapié	nmp    
131053	Regulación	regulación	o
131055	repudiando	repudiar	vpp
131059	roscón	roscón	nms    
131060	ruborizar	ruborizar	vr
131062	Sáenz	sáenz	o
131066	sinsentidos	sinsentido	nmp    
131076	tartamudeo	tartamudeo	nms    
131079	Tels	tels	o
131080	Tolstoi	tolstoi	o
131084	ui	ui	i
131086	urdida	urdir	vps-fs
131087	valet	valet	nms    
131088	Vas	vas	n
131092	Viñales	viñales	o
131096	15:16	15:16	m$
131108	actualize	actualize	n
131109	Adivinen	adivinar	vsp-3p
131110	admiradas	admirar	vps-fp
131111	adverso	adverso	j
131113	afeminados	afeminado	nmp    
131116	alquilo	alquilar	vip-1s
131120	aprendio	aprendio	n
131121	ARA	ara	o
131122	astrofísico	astrofísico	n
131139	Carrera	carrera	o
131149	Compañero	compañero	nms    
131150	compilar	compilar	vr
131153	consiguiéndo	conseguir	vpp
131156	Cry	cry	o
131163	Desde	desde	e
131167	diosito	diosito	j
131168	DISEÑO	diseño	o
131175	entreviste	entrevistar	v
131181	estibadores	estibador	nmp    
131182	estrellado	estrellar	vps-ms
131183	estruendos	estruendo	nmp    
131186	expresidentes	expresidente	n
131194	fumé	fumar	vis-1s
131198	Gustav	gustav	o
131199	hospitalizada	hospitalizado	j
131204	Informáticas	informáticas	o
131206	inmobiliarios	inmobiliario	j
131207	Inteligencia	inteligencia	o
131213	Londoño	londoño	o
131214	Lopez	lopez	o
131227	muerdan	morder	vsp-3p
131231	Nicaragüense	nicaragüense	jms    
131240	Pagos	pagos	o
131242	Paraguay	paraguay	o
131246	peninsula	peninsula	n
131250	premundial	premundial	n
131252	Puesto	puesto	nms    
131254	rea	reo	n
131255	recidivas	recidiva	nfp    
131256	redujeran	reducir	vsi-3p
131257	reflexiona	reflexión	n
131258	reforzadas	reforzar	vps-fp
131259	REGRESO	regreso	nms    
131262	Rodeada	rodear	vps-fs
131265	Sacramento	sacramento	o
131272	subalterna	subalterno	jfs    
131300	yuyu	yuyu	n
131304	10	1-10	m$
131310	Acabó	acabar	vis-3s
131311	acompañando	acompañar	vpp
131318	America	america	o
131325	arrogan	arrogar	vip-3p
131326	arrozales	arrozal	nmp    
131330	Bancomer	bancomer	o
131340	Carpenter	carpenter	o
131346	cela	celar	v
131347	cobertor	cobertor	nms    
131348	Colegio	colegio	o
131355	curvas	curvar	vip-2s
131356	daneses	danés	jmp    
131357	Danko	danko	o
131360	depronto	depronto	r
131363	Display	display	fn
131371	estado-nación	estado-nación	n
131373	evasiones	evasión	nfp    
131375	Filipo	filipo	o
131379	fluoxetina	fluoxetina	n
131381	Fuertes	fuerte	nmp    
131382	GM	gm	o
131383	granjear	granjear	vr
131384	guarismo	guarismo	nms    
131391	HUELGA	huelga	nfs    
131401	Justiniano	justiniano	o
131404	Latinoamericanas	latinoamericano	jfp    
131407	Libertadores	libertadores	o
131425	navegaron	navegar	vis-3p
131427	Obispado	obispado	nms    
131430	patina	patinar	vip-3s
131431	pececitos	pececito	n
131432	Philippe	philippe	o
131434	piedrecitas	piedrecita	n
131441	premonitorios	premonitorio	jmp    
131444	profile	profile	fn
131445	propagándo	propagar	vpp-00
131447	Puerto	puerto	o
131453	reconvertir	reconvertir	vr
131455	Robin	robin	o
131457	rockeras	rockero	jfp    
131458	Rodri	rodri	o
131461	Samsung	samsung	o
131463	Segundo	segundo	mo-ms-
131464	señalábamos	señalar	vii-1p
131471	Sri	sri	o
131473	Sync	sync	o
131477	Total	total	o
131478	trababa	trabar	vii-1/3s
131486	uve	uve	nfs    
131494	Yihad	yihad	nfs    
131495	Zamudio	zamudio	o
131496	Zonas	zonas	o
131498	11	1-11	m$
131504	359	359	m$
131506	409	409	m$
131518	Alf	alf	o
131520	AM	am	o
131533	Beijing	beijing	o
131534	Blandón	blandón	o
131539	Canarias	canarias	o
131558	cortesana	cortesano	jfs    
131565	declinaron	declinar	vis-3p
131570	desprolijo	desprolijo	jms    
131572	Digest	digest	o
131573	DMG	dmg	o
131576	ejercidos	ejercer	vps-mp
131577	empecinado	empecinar	vps-ms
131584	estropeado	estropeado	j
131586	facilón	facilón	jms    
131588	Facturación	facturación	nfs    
131589	Falacia	falacia	nfs    
131591	Fanático	fanático	nms    
131592	fastidiosos	fastidioso	jmp    
131593	felinos	felino	jmp    
131598	germinó	germinar	vis-3s
131599	goleado	golear	vps-ms
131600	Gorriti	gorriti	o
131605	hise	hise	n
131610	IES	ies	o
131612	Imaginamos	imaginar	vip-1p/vis-1p
131614	infractora	infractor	j
131617	intimidado	intimidar	vps-ms
131619	jogging	jogging	nms    
131630	Locator	locator	o
131635	Marcelino	marcelino	o
131644	Muller	muller	o
131645	negociadores	negociador	jmp    
131647	Núñez	núñez	o
131648	nutriólogo	nutriólogo	n
131661	prescribirá	prescribir	vif-3s
131675	reposicionar	reposicionar	v
131679	rm	rm	n
131681	salgamos	salir	v
131682	Sección	sección	o
131684	semanarios	semanario	nmp    
131686	Shore	shore	o
131696	Tambi?n	tambi?n	o
131698	Telf	telf	o
131702	together	together	n
131703	toooodo	todo	j
131705	truncado	truncar	vps-ms
131706	Turner	turner	o
131708	violentados	violentar	vps-mp
131713	20ºC	20ºc	m$
131714	376	376	m$
131718	Abadía	abadía	nfs    
131719	ABIERTO	abrir	vps-ms
131720	Absoluto	absoluto	o
131721	acertaba	acertar	vii-1/3s
131722	acuñaron	acuñar	vis-3p
131726	ahondan	ahondar	vip-3p
131737	Autónomos	autónomos	o
131738	Banksy	banksy	o
131739	BAR	bar	nms    
131741	Bates	bates	o
131750	Cabe	cabe	e
131755	campistas	campista	nmp    
131757	capitular	capitular	jms    
131766	Conferencista	conferencista	nms    
131768	contralores	contralor	nmp    
131769	Convivencia	convivencia	o
131773	DE	de	e
131786	Duster	duster	o
131796	excedieron	exceder	vis-3p
131798	Fernández	fernández	o
131799	fríjoles	fríjol	nmp    
131800	frondosas	frondoso	jfp    
131808	Hierro	hierro	o
131810	huevón	huevón	jms    
131814	insulsas	insulso	jfp    
131816	Intoxicación	intoxicación	nfs    
131817	Islámica	islámica	o
131820	JH	jh	o
131824	kind	kind	n
131825	Koke	koke	o
131831	limpiaban	limpiar	vii-3p
131837	Madrid	madrid	o
131849	Patos	pato	nmp    
131850	pegamentos	pegamento	nmp    
131851	periódicas	periódica	n
131852	pinacoteca	pinacoteca	nfs    
131872	Reliquias	reliquia	nfp    
131875	Resistir	resistir	vr
131886	Sifuentes	sifuentes	o
131887	silenciadas	silenciar	vps-fp
131889	sleep	sleep	n
131899	Tortuga	tortuga	o
131903	Ureña	ureña	o
131906	Ventura	ventura	o
131918	424	424	m$
131923	acumularán	acumular	vif-3p
131926	Adrián	adrián	o
131931	aniones	anión	nmp    
131932	anticoagulante	anticoagulante	nms    
131934	aprieten	apretar	vsp-3p
131943	biografías	biografía	n
131944	bolero	bolero	jms    
131952	Clic	clic	o
131957	Contestando	contestar	vpp
131958	corderitos	corderito	n
131961	criticidad	criticidad	nfs    
131962	Cromos	cromo	nmp    
131969	desintegrado	desintegrar	vps-ms
131974	diz	diz	n
131975	Dogs	dogs	o
131980	Editora	editora	o
131984	entremeses	entremés	nmp    
131985	Envio	enviar	v
131987	escalerilla	escalerilla	nfs    
131991	etico	ético	j
131992	examinaremos	examinar	vif-1p
131993	Extracto	extracto	n
131995	fisionomía	fisionomía	nfs    
131998	fontanería	fontanería	nfs    
132001	genitalidad	genitalidad	nfs    
132002	Gobierno	gobierno	o
132005	gravosa	gravoso	jfs    
132011	Importaciones	importación	nfp    
132015	intimó	intimar	vis-3s
132016	Irigoyen	irigoyen	o
132021	Jaén	jaén	o
132025	laborados	laborar	vps-mp
132036	mantenidas	mantenido	jfp    
132037	MARAVILLOSO	maravilloso	jms    
132040	maternidades	maternidad	nfp    
132044	mezcles	mezclar	vsp-2s
132047	mirones	mirón	nmp    
132053	Nikkei	nikkei	o
132062	Perito	perito	o
132063	Permanentes	permanentes	o
132065	portugal	portugal	o
132066	practicaran	practicar	vsi-3p
132068	pretéritas	pretérito	jfp    
132075	quijotesca	quijotesco	jfs    
132078	rayas	rayar	vip-2s
132081	reservaron	reservar	vis-3p
132082	retardan	retardar	vip-3p
132083	Salgado	salgado	o
132087	SIS	si	cs
132093	Sport	sport	o
132094	Stage	stage	o
132099	tenso	tenso	j
132102	Toni	toni	o
132103	transcendentales	transcendental	jmp    
132111	utilizáis	utilizar	vip-2p
132117	Woo	woo	o
132122	1515	1515	m$
132130	Agente	agente	o
132132	alcanzándo	alcanzar	vpp-00
132140	aquietar	aquietar	vr
132141	Arequipa	arequipa	o
132150	Bancos	bancos	o
132151	Bartolo	bartolo	o
132161	CCCB	cccb	o
132169	Clase	clase	o
132179	Contrarreforma	contrarreforma	n
132180	Contrataciones	contrataciones	o
132184	cuando	cuándo	r
132192	deshagan	deshacer	vsp-3p
132196	detectara	detectar	vsi-1/3s
132199	dioxina	dioxina	nfs    
132204	doom	doom	n
132216	Evil	evil	o
132220	Fábula	fábula	nfs    
132232	Gram	gram	o
132235	hawaiana	hawaiano	jfs    
132238	Hugo	hugo	o
132241	Ignacio	ignacio	o
132243	incumplida	incumplido	jfs    
132250	Insisten	insistir	vip-3p
132251	inspeccionando	inspeccionar	vpp
132267	Masa	masa	n
132279	NaCl	nacl	o
132287	ops	op	n
132307	quese	quese	n
132322	Sacyr	sacyr	o
132328	Sheldon	sheldon	o
132329	Si	si	o
132331	Simplificando	simplificar	vpp
132333	SOLAR	solar	o
132343	Turcios	turcios	o
132345	Vargas	vargas	o
132346	velado	velado	jms    
132349	VIII	viii	o
132358	25€	25€	m$
132361	Acoge	acoger	vip-3s
132362	actuaremos	actuar	vif-1p
132365	AGUA	agua	n
132367	Amanecer	amanecer	o
132372	apicultor	apicultor	nms    
132374	Arreglos	arreglos	nmp    
132379	Banco	banco	o
132381	Blue	blue	o
132384	Brizuela	brizuela	o
132385	cachar	cachar	vr
132386	caducado	caducado	j
132387	calienten	calentar	vsp-3p
132397	Ciudad	ciudad	o
132405	decepcionando	decepcionar	vpp
132407	deformado	deformado	j
132409	desclasificar	desclasificar	vr
132411	Development	development	o
132417	Dotar	dotar	vr
132418	Egipcio	egipcio	o
132424	Evangélica	evangélica	o
132425	everything	everything	n
132432	filtren	filtrar	vsp-3p
132442	Gollum	gollum	o
132453	incognita	incognita	n
132456	inmovilizar	inmovilizar	vr
132457	inspeccionado	inspeccionar	vps-ms
132464	locuacidad	locuacidad	nfs    
132466	malogran	malograr	vip-3p
132467	Manny	manny	o
132471	mens	men	n
132477	neumática	neumático	jfs    
132491	pedidas	pedir	vps-fp
132492	pedis	pedi	n
132494	perpetúe	perpetuar	vsp-1/3s
132498	potabilizadora	potabilizadora	nfs    
132499	Preferencia	preferencia	nfs    
132509	reaparecido	reaparecer	vps-ms
132510	Rebeca	rebeca	o
132521	Selva	selva	o
132524	sobro	sobrar	vip-1s
132525	subdesarrollada	subdesarrollado	jfs    
132526	sublingual	sublingual	jms    
132529	sustituidos	sustituir	vps-mp
132532	Táchira	táchira	o
132534	Teide	teide	o
132535	titulamos	titular	vip-1p/vis-1p
132536	trainer	trainer	n
132543	venideros	venidero	j
132548	Winter	winter	o
132559	aliños	aliño	nmp    
132565	apagándo	apagar	vpp-00
132568	atraerán	atraer	vif-3p
132569	autodestructivas	autodestructivo	j
132574	Beat	beat	o
132576	Bueh	bueh	o
132578	Caracas	caracas	o
132584	científico-tecnológica	científico-tecnológico	j
132591	Comprometida	comprometer	vps-fs
132592	Común	común	o
132593	Concejo	concejo	o
132597	contagiada	contagiar	vps-fs
132600	corríamos	correr	vii-1p
132611	difundían	difundir	vii-3p
132614	dos	dos	mc
132617	electrocución	electrocución	nfs    
132618	Ella	ella	o
132619	embarazan	embarazar	vip-3p
132620	Es	es	o
132621	escalada	escalar	vps-fs
132626	família	famílio	j
132631	Flex	flex	o
132635	Gallagher	gallagher	o
132647	interrogativo	interrogativo	jms    
132651	kick	kick	n
132665	Min	min	o
132668	muñoz	muñoz	n
132672	negacionismo	negacionismo	n
132677	Olvera	olvera	o
132678	Organismo=Regulador=del=Sistema=Nacional=de=Ae...	organismo=regulador=del=sistema=nacional=de=ae...	o
132682	Páez	páez	o
132685	PERSONALIDAD	personalidad	nfs    
132687	planteados	plantear	vps-mp
132690	Presidenta	presidenta	n
132693	pseudocientíficos	pseudocientífico	j
132697	Quinto	quinto	mc
132704	rozado	rozar	vps-ms
132711	SEGUIDORES	seguidor	nmp    
132712	serenar	serenar	vr
132722	TEMOR	temor	nms    
132730	ventilados	ventilado	j
132743	52.000	52.000	m$
132746	áfrica	áfrica	o
132755	archivar	archivar	vr
132762	ayudare	ayudar	vsf-1/3s
132763	bajitas	bajito	j
132767	berros	berro	nmp    
132769	blogsfera	blogsfero	j
132771	Carnaval	carnaval	o
132773	Castillo	castillo	o
132778	cintillo	cintillo	nms    
132780	Coapa	coapa	o
132782	conclusivo	conclusivo	j
132791	cuelgue	cuelgue	nms    
132803	díscolo	díscolo	jms    
132807	Emil	emil	o
132812	Entendió	entender	vis-3s
132813	esbeltas	esbelto	jfp    
132821	flipante	flipante	j
132824	Frutos	frutos	o
132827	Gal	gal	o
132830	GeneXus	genexus	o
132838	Haro	haro	o
132839	Hecha	hacer	vps-fs
132840	heideggeriana	heideggeriano	j
132851	Jubilados	jubilado	nmp    
132855	kafkiano	kafkiano	jms    
132857	Kent	kent	o
132863	leyese	leer	vsj-1/3s
132867	LOCO	loco	nms    
132868	Lope	lope	o
132871	Manjaro	manjaro	o
132874	Mencione	mencionar	vsp-1/3s
132877	MPN	mpn	o
132885	Pájaro	pájaro	o
132889	pasame	pasame	n
132891	pendejas	pendejo	jfp    
132894	Pinto	pinto	o
132901	profundo	profundo	j
132904	purista	purista	nms    
132911	reguetonero	reguetonero	j
132915	retrataba	retratar	vii-1/3s
132921	Rua	rua	o
132927	Sensaciones	sensación	nfp    
132928	sepultada	sepultar	v
132932	Stanley	stanley	o
132942	tensor	tensor	nms    
132946	Turbo	turbo	n
132959	adicionado	adicionar	vps-ms
132963	alcaide	alcaide	nms    
132964	alicantino	alicantino	jms    
132966	amiguete	amiguete	nms    
132970	anti-inflamatorios	anti-inflamatorio	j
132972	Arena	arena	o
132974	ates	atar	vsp-2s
132982	Blesa	blesa	o
132984	brindemos	brindar	vsp-1p
132986	California	california	o
132991	cataplasma	cataplasma	nfs    
133006	Construcción	construcción	o
133007	Content	content	o
133008	Covarrubias	covarrubias	o
133010	dadle	dadle	n
133011	denegatoria	denegatorio	j
133022	Dietética	dietética	nfs    
133023	dimisiones	dimisión	nfp    
133026	efectuados	efectuar	vps-mp
133039	extrusión	extrusión	nfs    
133046	Fraternidad	fraternidad	o
133047	fumadoras	fumador	nfp    
133053	Gobierno	gobierno	o
133059	honrará	honrar	vif-3s
133066	inundado	inundado	j
133082	Marianas	marianas	o
133083	matando	matar	vpp
133087	mosquiteros	mosquitero	nmp    
133088	narre	narrar	vsp-1/3s
133090	paradójicas	paradójico	jfp    
133095	piramides	pirámide	n
133097	presentadora	presentador	n
133099	prisioneras	prisionero	n
133105	recobro	recobro	nms    
133106	reiterados	reiterar	vps-mp
133107	resonaron	resonar	vis-3p
133109	sacudiéndo	sacudir	vpp
133111	salpique	salpicar	vsp-1/3s
133117	Severo	severo	jms    
133118	SFP	sfp	o
133128	trota	trotar	vip-3s
133134	XI	xi	o
133138	3100	3100	m$
133141	Acciones	acciones	o
133146	Amaia	amaia	o
133160	atenúan	atenuar	vip-3p
133161	Australia	australia	o
133175	Brigada	brigada	o
133176	Brother	brother	o
133184	Capitanich	capitanich	o
133187	Cobos	cobos	o
133188	cochinillo	cochinillo	nms    
133194	Conocé	conocé	o
133196	consumiera	consumir	vsi-1/3s
133197	Contenido	contenido	o
133199	Contrato	contrato	o
133205	de	de	x
133209	destartalada	destartalado	jfs    
133215	donut	donut	fn
133218	Edgardo	edgardo	o
133220	Ellison	ellison	o
133223	emplearía	emplear	vc-1/3s
133224	encaminándo	encaminar	vpp-00
133230	estacionarios	estacionario	jmp    
133233	familiarizando	familiarizar	vpp
133234	Fernández	fernández	o
133243	Hotel	hotel	o
133246	índoles	índole	nfp    
133249	Inn	inn	o
133250	Jáuregui	jáuregui	o
133260	Maza	maza	o
133262	MENORES	menor	j
133265	Minería	minería	o
133267	modificatoria	modificatorio	jfs    
133271	obligues	obligar	vsp-2s
133277	PARO	paro	nms    
133280	pellizcar	pellizcar	vr
133282	permiti	permiti	n
133285	primaba	primar	vii-1/3s
133288	pulsan	pulsar	vip-3p
133290	Químicas	químicas	o
133294	reaprender	reaprender	v
133295	recíproca	recíproco	j
133301	Rodrigo	rodrigo	o
133303	rut	rut	n
133307	Seccional	seccional	o
133313	solis	solis	n
133319	suspensos	suspenso	nmp    
133327	Uriel	uriel	o
133328	veladas	velar	vps-fp
133329	vendra	vendra	n
133331	viene	venir	vip-3s
133332	vikingo	vikingo	j
133335	virajes	viraje	nmp    
133338	wish	wish	n
133347	abstract	abstract	n
133351	Administración	administración	o
133352	Aeronáutica	aeronáutica	o
133353	ahorrarían	ahorrar	vc-3p
133356	Alégrate	alégrate	o
133357	alejemos	alejar	vsp-1p
133364	Arthur	arthur	o
133374	bloqueadas	bloquear	vps-fp
133379	Campo	campo	o
133380	Carné	carné	nms    
133383	castigadas	castigar	vps-fp
133385	celada	celada	nfs    
133389	Clippers	clipper	n
133395	contratas	contratar	vip-2s
133401	CRM	crm	o
133402	crucemos	cruzar	vsp-1p
133411	dinamica	dinámica	n
133415	editorialmente	editorialmente	r
133419	EN	en	o
133425	Ester	ester	o
133428	faltare	faltar	vsf-1/3s
133431	fundamentando	fundamentar	vpp
133432	Ghost	ghost	o
133433	Giselle	giselle	o
133436	Gral	gral	o
133442	humectantes	humectante	jmp    
133444	impagos	impago	jmp    
133449	Jefatura	jefatura	o
133455	los	los	o
133457	mambí	mambí	nms    
133458	marcelo	marcelo	j
133461	marisol	marisol	n
133463	Martha	martha	o
133469	misceláneas	miscelánea	nfp    
133474	muletazos	muletazo	nmp    
133482	Novena	novena	o
133485	p?rdida	p?rdida	n
133490	Paso	paso	o
133499	Peruana	peruana	o
133500	pescaba	pescar	vii-1/3s
133504	postín	postín	nms    
133508	programables	programable	jmp    
133509	prostatitis	prostatitis	nfs    
133515	relajas	relajar	vip-2s
133526	S.J.	s.j.	o
133540	tóca	tocar	vm-2s
133545	Tricolor	tricolor	o
133546	Tristán	tristán	o
133551	virtuosa	virtuosa	nfs    
133552	Vista	ver	vps-fs
133554	19:11	19:11	m$
133559	.ay	.ay	n
133562	Aceptan	aceptar	vip-3p
133564	actualizaba	actualizar	vii-1/3s
133567	AHA	aha	o
133569	álamo	álamo	nms    
133583	Boca	boca	o
133591	chula	chula	nfs    
133595	compadecido	compadecer	vps-ms
133597	concertadas	concertar	vps-fp
133600	constituída	constituído	j
133603	Cossío	cossío	o
133606	cubanoamericana	cubanoamericano	j
133607	Deciden	decidir	vip-3p
133614	Destacaron	destacar	vis-3p
133615	detallaremos	detallar	vif-1p
133618	différance	différance	n
133619	dinamica	dinámico	j
133626	domiciliación	domiciliación	nfs    
133629	Elsa	elsa	o
133630	emplees	emplear	vsp-2s
133632	ende	ende	r
133636	ensanchando	ensanchar	vpp
133656	Humanista	humanista	o
133658	indemnice	indemnizar	vsp-1/3s
133677	Lepra	lepra	nfs    
133681	lio	lío	n
133682	liz	liz	n
133686	mandando	mandar	vpp
133692	Messi	messi	o
133697	Nóbel	nóbel	o
133698	noroccidente	noroccidente	n
133700	Nulidad	nulidad	nfs    
133706	paa	pao	j
133708	Paren	parir	vip-3p
133713	prohombres	prohombre	nmp    
133717	pure	puré	n
133722	reclamada	reclamar	vps-fs
133723	RECUERDA	recordar	vip-3s
133726	remezón	remezón	nms    
133730	RSM	rsm	o
133732	Semanal	semanal	o
133738	Sistemas	sistemas	o
133745	Traslado	traslado	nms    
133751	vicesecretaria	vicesecretaria	nfs    
133760	11:55	11:55	m$
133761	1883	1883	m$
133762	20:17	20:17	m$
133763	2005010	2005-2010	m$
133772	Adonai	adonai	o
133775	alquilaron	alquilar	vis-3p
133776	Alvarez	alvarez	o
133779	angustiosas	angustioso	jfp    
133780	antónimo	antónimo	nms    
133784	aprendidas	aprender	vps-fp
133790	Ayrton	ayrton	o
133794	Bernie	bernie	o
133796	caducados	caducado	j
133797	caletas	caleta	nmp    
133799	Camp	camp	o
133801	canalice	canalizar	vsp-1/3s
133803	Carlos	carlos	n
133805	cd's	cd'	n
133814	Comunica	comunicar	vip-3s
133816	concurría	concurrir	vii-1/3s
133819	continuarían	continuar	vc-3p
133821	coquetas	coqueto	jfp    
133823	críen	criar	vsp-3p
133826	Cuscatlán	cuscatlán	o
133829	dentario	dentario	j
133838	do	do	o
133839	Dumas	duma	nfp    
133861	fugan	fugar	vip-3p
133867	Hierbas	hierba	nfp    
133874	inactivación	inactivación	n
133876	instituci?n	instituci?n	n
133877	intensifique	intensificar	vsp-1/3s
133881	jamaicano	jamaicano	jms    
133889	Málaga	málaga	o
133892	Marisela	marisela	o
133895	Martínez	martínez	o
133897	memoriza	memorizar	vip-3s
133902	mism@s	mism@s	n
133910	Noche	noche	o
133912	nominó	nominar	vis-3s
133913	normalizado	normalizar	vps-ms
133916	Oli	oli	o
133930	planchada	planchar	vps-fs
133939	Producciones	producciones	o
133942	propulsar	propulsar	vr
133953	Santa	santa	o
133954	Sarabia	sarabia	o
133957	sinverguenzas	sinverguenza	n
133960	sorprendi	sorprendi	n
133961	Starcraft	starcraft	o
133967	TIFF	tiff	o
133970	tulipán	tulipán	nms    
133985	advenedizos	advenedizo	nmp    
133986	adwords	adword	n
133987	afloró	aflorar	vis-3s
133992	alícuotas	alícuota	n
134002	Bermúdez	bermúdez	o
134014	castañuelas	castañuela	nfp    
134016	CEO	ceo	o
134017	Clarín	clarín	o
134028	Crisóstomo	crisóstomo	o
134034	diabetica	diabético	j
134036	displacer	displacer	n
134037	Distancia	distanciar	vip-3s
134038	documentaron	documentar	vis-3p
134040	DRA	dra	o
134052	envidiaban	envidiar	vii-3p
134054	escuadrilla	escuadrilla	nfs    
134055	Espantapájaros	espantapájaros	nmp    
134056	ESPERA	espera	o
134059	fonéticas	fonético	jfp    
134060	Formas	formas	o
134066	grosores	grosor	nmp    
134067	guisado	guisado	nms    
134070	hediondo	hediondo	jms    
134072	Hijos	hijos	o
134075	idílicos	idílico	jmp    
134076	IEV	iev	o
134079	importada	importar	vps-fs
134081	inducidas	inducir	v
134084	Judíos	judío	jmp    
134089	Lieja	lieja	o
134096	Marilyn	marilyn	o
134105	mirada	mirar	vps-fs
134114	occisa	occiso	n
134118	Palmeiras	palmeiras	o
134124	plateada	plateado	j
134132	Promoción	promoción	o
134138	relatados	relatar	vps-mp
134141	resumiré	resumir	vif-1s
134154	Sorteamos	sortear	vip-1p/vis-1p
134155	Subway	subway	o
134156	SUCRE	sucre	o
134157	T.	t.	o
134159	tato	xx	x
134162	TF	tf	o
134163	tintineo	tintineo	nms    
134165	tito	tito	np
134170	varicosas	varicoso	jfp    
134175	votaste	votar	vis-2s
134176	Xenofobia	xenofobia	n
134178	Zac	zac	o
